"","title","amount","namedep","transaction","view","city","date","page"
"758","
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    ","Paid INR 500
                        ","Stamps and Registration","Registration of Property","33 views","Bangalore
                      , Karnataka","October 12, 2015",76
"759","
                      I Paid Rs. 5000 to Stamps and Registration in Bangalore.
                    ","Paid INR 5,000
                        ","Stamps and Registration","Registration of Flat or Apartment","30 views","Bangalore
                      , Karnataka","October 12, 2015",76
"760","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","39 views","Bangalore
                      , Karnataka","October 12, 2015",76
"761","
                      I Paid Rs. 500 to Passport in Bangalore.
                    ","Paid INR 500
                        ","Passport","Police Verification for Passport","37 views","Bangalore
                      , Karnataka","October 12, 2015",77
"762","
                      I Paid Rs. 1500 to Passport in Bangalore.
                    ","Paid INR 1,500
                        ","Passport","Police Verification for Passport","41 views","Bangalore
                      , Karnataka","October 12, 2015",77
"763","
                      I Paid Rs. 800 to Municipal Services in Bangalore.
                    ","Paid INR 800
                        ","Municipal Services","Birth Certificate","38 views","Bangalore
                      , Karnataka","October 12, 2015",77
"764","
                      I Paid Rs. 600 to Police in Bangalore.
                    ","Paid INR 600
                        ","Police","Filing FIR","38 views","Bangalore
                      , Karnataka","October 12, 2015",77
"765","
                      I Paid Rs. 10000 to Stamps and Registration in Bangalore.
                    ","Paid INR 10,000
                        ","Stamps and Registration","Registration of Property","31 views","Bangalore
                      , Karnataka","October 12, 2015",77
"766","
                      I Paid Rs. 200 to Police in Bangalore.
                    ","Paid INR 200
                        ","Police","Police Harassment","38 views","Bangalore
                      , Karnataka","October 12, 2015",77
"767","
                      I Paid Rs. 500 to Railways in Bangalore.
                    ","Paid INR 500
                        ","Railways","Transport of Goods","149 views","Bangalore
                      , Karnataka","October 12, 2015",77
"768","
                      I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 400
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","0 views","Bangalore
                      , Karnataka","October 12, 2015",77
"769","
                      I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 400
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","60 views","Bangalore
                      , Karnataka","October 12, 2015",77
"770","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Duplicate Registration Certificate","34 views","Bangalore
                      , Karnataka","October 12, 2015",77
"771","
                      I Paid Rs. 1400 to Passport in Bangalore.
                    ","Paid INR 1,400
                        ","Passport","Passport Delivery","33 views","Bangalore
                      , Karnataka","October 12, 2015",78
"772","
                      I Paid Rs. 150 to Stamps and Registration in Bangalore.
                    ","Paid INR 150
                        ","Stamps and Registration","Registration of Flat or Apartment","30 views","Bangalore
                      , Karnataka","October 12, 2015",78
"773","
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    ","Paid INR 500
                        ","Stamps and Registration","Registration of Flat or Apartment","31 views","Bangalore
                      , Karnataka","October 12, 2015",78
"774","
                      I Paid Rs. 400 to Transport in Bangalore.
                    ","Paid INR 400
                        ","Transport","Duplicate Registration Certificate","31 views","Bangalore
                      , Karnataka","October 12, 2015",78
"775","
                      I Paid Rs. 2500 to Passport in Bangalore.
                    ","Paid INR 2,500
                        ","Passport","New Passport Application","34 views","Bangalore
                      , Karnataka","October 12, 2015",78
"776","
                      I Paid Rs. 500 to Municipal Services in Bangalore.
                    ","Paid INR 500
                        ","Municipal Services","Birth Certificate","28 views","Bangalore
                      , Karnataka","October 12, 2015",78
"777","
                      I Paid Rs. 1000 to Stamps and Registration in Bangalore.
                    ","Paid INR 1,000
                        ","Stamps and Registration","Registration of Flat or Apartment","30 views","Bangalore
                      , Karnataka","October 12, 2015",78
"778","
                      I Paid Rs. 200 to Transport in Bangalore.
                    ","Paid INR 200
                        ","Transport","Duplicate Registration Certificate","33 views","Bangalore
                      , Karnataka","October 12, 2015",78
"779","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","33 views","Bangalore
                      , Karnataka","October 12, 2015",78
"780","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Registration of Vehicle","31 views","Bangalore
                      , Karnataka","October 12, 2015",78
"781","
                      I Paid Rs. 1200 to Income Tax in Bangalore.
                    ","Paid INR 1,200
                        ","Income Tax","New PAN Card","51 views","Bangalore
                      , Karnataka","October 12, 2015",79
"782","
                      I Paid Rs. 400 to Transport in Bangalore.
                    ","Paid INR 400
                        ","Transport","Duplicate Registration Certificate","29 views","Bangalore
                      , Karnataka","October 12, 2015",79
"783","
                      I Paid Rs. 6000 to Transport in Bangalore.
                    ","Paid INR 6,000
                        ","Transport","New Domestic Driving License","29 views","Bangalore
                      , Karnataka","October 12, 2015",79
"784","
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    ","Paid INR 500
                        ","Commercial Tax, Sales Tax, VAT","C Form","0 views","Bangalore
                      , Karnataka","October 12, 2015",79
"785","
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    ","Paid INR 500
                        ","Commercial Tax, Sales Tax, VAT","C Form","61 views","Bangalore
                      , Karnataka","October 12, 2015",79
"786","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Duplicate Registration Certificate","31 views","Bangalore
                      , Karnataka","October 12, 2015",79
"787","
                      I Paid Rs. 400 to Transport in Bangalore.
                    ","Paid INR 400
                        ","Transport","Duplicate Registration Certificate","29 views","Bangalore
                      , Karnataka","October 12, 2015",79
"788","
                      I Paid Rs. 1000 to Stamps and Registration in Bangalore.
                    ","Paid INR 1,000
                        ","Stamps and Registration","Registration of Flat or Apartment","0 views","Bangalore
                      , Karnataka","October 12, 2015",79
"789","
                      I Paid Rs. 1000 to Stamps and Registration in Bangalore.
                    ","Paid INR 1,000
                        ","Stamps and Registration","Marriage Certificate","54 views","Bangalore
                      , Karnataka","October 12, 2015",79
"790","
                      I Paid Rs. 500 to Municipal Services in Bangalore.
                    ","Paid INR 500
                        ","Municipal Services","Birth Certificate","29 views","Bangalore
                      , Karnataka","October 12, 2015",79
"791","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","New Domestic Driving License","0 views","Bangalore
                      , Karnataka","October 12, 2015",80
"792","
                      I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    ","Paid INR 2,000
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","25 views","Bangalore
                      , Karnataka","October 12, 2015",80
"793","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Duplicate Registration Certificate","51 views","Bangalore
                      , Karnataka","October 12, 2015",80
"794","
                      I Paid Rs. 700 to Passport in Bangalore.
                    ","Paid INR 700
                        ","Passport","Police Verification for Passport","34 views","Bangalore
                      , Karnataka","October 12, 2015",80
"795","
                      I Paid Rs. 500 to Municipal Services in Bangalore.
                    ","Paid INR 500
                        ","Municipal Services","Birth Certificate","27 views","Bangalore
                      , Karnataka","October 12, 2015",80
"796","
                      I Paid Rs. 1300 to Police in Bangalore.
                    ","Paid INR 1,300
                        ","Police","Filing FIR","36 views","Bangalore
                      , Karnataka","October 12, 2015",80
"797","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Duplicate Registration Certificate","31 views","Bangalore
                      , Karnataka","October 12, 2015",80
"798","
                      I Paid Rs. 400 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    ","Paid INR 400
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","25 views","Bangalore
                      , Karnataka","October 12, 2015",80
"799","
                      I Paid Rs. 500 to Income Tax in Bangalore.
                    ","Paid INR 500
                        ","Income Tax","New PAN Card","49 views","Bangalore
                      , Karnataka","October 12, 2015",80
"800","
                      I Paid Rs. 1500 to Transport in Bangalore.
                    ","Paid INR 1,500
                        ","Transport","Duplicate Registration Certificate","32 views","Bangalore
                      , Karnataka","October 12, 2015",80
"801","
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    ","Paid INR 500
                        ","Stamps and Registration","Registration of Property","31 views","Bangalore
                      , Karnataka","October 12, 2015",81
"802","
                      I Paid Rs. 400 to Transport in Bangalore.
                    ","Paid INR 400
                        ","Transport","Duplicate Registration Certificate","30 views","Bangalore
                      , Karnataka","October 12, 2015",81
"803","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Duplicate Registration Certificate","48 views","Bangalore
                      , Karnataka","October 12, 2015",81
"804","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Duplicate Registration Certificate","0 views","Bangalore
                      , Karnataka","October 12, 2015",81
"805","
                      I Paid Rs. 400 to Transport in Bangalore.
                    ","Paid INR 400
                        ","Transport","Duplicate Registration Certificate","31 views","Bangalore
                      , Karnataka","October 12, 2015",81
"806","
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    ","Paid INR 500
                        ","Stamps and Registration","Marriage Certificate","30 views","Bangalore
                      , Karnataka","October 12, 2015",81
"807","
                      I Paid Rs. 500 to Police in Bangalore.
                    ","Paid INR 500
                        ","Police","Police Verification for Passport","32 views","Bangalore
                      , Karnataka","October 12, 2015",81
"808","
                      I Paid Rs. 5000 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 5,000
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","34 views","Bangalore
                      , Karnataka","October 12, 2015",81
"809","
                      I Paid Rs. 400 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    ","Paid INR 400
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","26 views","Bangalore
                      , Karnataka","October 12, 2015",81
"810","
                      I Paid Rs. 500 to Income Tax in Bangalore.
                    ","Paid INR 500
                        ","Income Tax","New PAN Card","39 views","Bangalore
                      , Karnataka","October 12, 2015",81
"811","
                      I Paid Rs. 1200 to Municipal Services in Bangalore.
                    ","Paid INR 1,200
                        ","Municipal Services","Birth Certificate","26 views","Bangalore
                      , Karnataka","October 12, 2015",82
"812","
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    ","Paid INR 500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","24 views","Bangalore
                      , Karnataka","October 12, 2015",82
"813","
                      I Paid Rs. 400 to Transport in Bangalore.
                    ","Paid INR 400
                        ","Transport","Duplicate Registration Certificate","30 views","Bangalore
                      , Karnataka","October 12, 2015",82
"814","
                      I Paid Rs. 1000 to Passport in Bangalore.
                    ","Paid INR 1,000
                        ","Passport","Passport Delivery","37 views","Bangalore
                      , Karnataka","October 12, 2015",82
"815","
                      I Paid Rs. 1000 to Commercial Tax, Sales Tax, VAT in New Delhi.
                    ","Paid INR 1,000
                        ","Commercial Tax, Sales Tax, VAT","C Form","59 views","New Delhi
                      , Delhi","October 12, 2015",82
"816","
                      I Paid Rs. 1000 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    ","Paid INR 1,000
                        ","Commercial Tax, Sales Tax, VAT","C Form","33 views","Bangalore
                      , Karnataka","October 12, 2015",82
"817","
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    ","Paid INR 500
                        ","Commercial Tax, Sales Tax, VAT","C Form","32 views","Bangalore
                      , Karnataka","October 12, 2015",82
"818","
                      I Paid Rs. 500 to Police in Bangalore.
                    ","Paid INR 500
                        ","Police","Filing FIR","36 views","Bangalore
                      , Karnataka","October 12, 2015",82
"819","
                      I Paid Rs. 500 to Police in Bangalore.
                    ","Paid INR 500
                        ","Police","Filing FIR","31 views","Bangalore
                      , Karnataka","October 12, 2015",82
"820","
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    ","Paid INR 500
                        ","Stamps and Registration","Marriage Certificate","33 views","Bangalore
                      , Karnataka","October 12, 2015",82
"821","
                      I Paid Rs. 500 to Municipal Services in Bangalore.
                    ","Paid INR 500
                        ","Municipal Services","Birth Certificate","28 views","Bangalore
                      , Karnataka","October 12, 2015",83
"822","
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    ","Paid INR 500
                        ","Commercial Tax, Sales Tax, VAT","C Form","31 views","Bangalore
                      , Karnataka","October 12, 2015",83
"823","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","34 views","Bangalore
                      , Karnataka","October 12, 2015",83
"824","
                      I Paid Rs. 500 to Municipal Services in Bangalore.
                    ","Paid INR 500
                        ","Municipal Services","Birth Certificate","29 views","Bangalore
                      , Karnataka","October 12, 2015",83
"825","
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    ","Paid INR 500
                        ","Stamps and Registration","Marriage Certificate","32 views","Bangalore
                      , Karnataka","October 12, 2015",83
"826","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Duplicate Registration Certificate","32 views","Bangalore
                      , Karnataka","October 12, 2015",83
"827","
                      I Paid Rs. 90 to Municipal Services in Tirunelveli.
                    ","Paid INR 90
                        ","Municipal Services","Birth Certificate","41 views","Tirunelveli
                      , Tamil Nadu","October 12, 2015",83
"828","
                      I Paid Rs. 2000 to Passport in Hyderabad.
                    ","Paid INR 2,000
                        ","Passport","Police Verification for Passport","70 views","Hyderabad
                      , Telangana","October 12, 2015",83
"829","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Duplicate Registration Certificate","30 views","Bangalore
                      , Karnataka","October 12, 2015",83
"830","
                      I Paid Rs. 1800 to Transport in Bangalore.
                    ","Paid INR 1,800
                        ","Transport","New Domestic Driving License","34 views","Bangalore
                      , Karnataka","October 12, 2015",83
"831","
                      I Paid Rs. 500 to Police in Bangalore.
                    ","Paid INR 500
                        ","Police","Filing FIR","31 views","Bangalore
                      , Karnataka","October 12, 2015",84
"832","
                      I Paid Rs. 400 to Police in Bangalore.
                    ","Paid INR 400
                        ","Police","Police Verification for Passport","27 views","Bangalore
                      , Karnataka","October 12, 2015",84
"833","
                      I Paid Rs. 30 to Customs, Excise and Service Tax in Adari.
                    ","Paid INR 30
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","89 views","Adari
                      , Uttar Pradesh","October 12, 2015",84
"834","
                      I Paid Rs. 30 to Food, Civil Supplies and Consumer Affairs in Adra.
                    ","Paid INR 30
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","61 views","Adra
                      , West Bengal","October 12, 2015",84
"835","
                      I Paid Rs. 4000 to Passport in Bangalore.
                    ","Paid INR 4,000
                        ","Passport","Passport Delivery","34 views","Bangalore
                      , Karnataka","October 12, 2015",84
"836","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Duplicate Registration Certificate","27 views","Bangalore
                      , Karnataka","October 12, 2015",84
"837","
                      I Paid Rs. 50 to Food, Civil Supplies and Consumer Affairs in Dadri.
                    ","Paid INR 50
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","69 views","Dadri
                      , Uttar Pradesh","October 12, 2015",84
"838","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","57 views","Bangalore
                      , Karnataka","October 12, 2015",84
"839","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","0 views","Bangalore
                      , Karnataka","October 12, 2015",84
"840","
                      I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 400
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","34 views","Bangalore
                      , Karnataka","October 12, 2015",84
"841","
                      I Paid Rs. 25 to Commercial Tax, Sales Tax, VAT in Achhnera.
                    ","Paid INR 25
                        ","Commercial Tax, Sales Tax, VAT","C Form","101 views","Achhnera
                      , Uttar Pradesh","October 12, 2015",85
"842","
                      I Paid Rs. 500 to Municipal Services in Bangalore.
                    ","Paid INR 500
                        ","Municipal Services","Birth Certificate","30 views","Bangalore
                      , Karnataka","October 12, 2015",85
"843","
                      I Paid Rs. 500 to Passport in Bangalore.
                    ","Paid INR 500
                        ","Passport","Police Verification for Passport","36 views","Bangalore
                      , Karnataka","October 12, 2015",85
"844","
                      I Paid Rs. 30 to Transport in Adilabad.
                    ","Paid INR 30
                        ","Transport","New Domestic Driving License","105 views","Adilabad
                      , Telangana","October 12, 2015",85
"845","
                      I Paid Rs. 1000 to Transport in New Delhi.
                    ","Paid INR 1,000
                        ","Transport","New Domestic Driving License","53 views","New Delhi
                      , Delhi","October 12, 2015",85
"846","
                      I Paid Rs. 6321 to Stamps and Registration in Anand.
                    ","Paid INR 6,321
                        ","Stamps and Registration","Registration of Property","55 views","Anand
                      , Gujarat","October 12, 2015",85
"847","
                      I Paid Rs. 400 to Police in Bangalore.
                    ","Paid INR 400
                        ","Police","Filing FIR","33 views","Bangalore
                      , Karnataka","October 12, 2015",85
"848","
                      I Paid Rs. 25 to Transport in Agra.
                    ","Paid INR 25
                        ","Transport","New Domestic Driving License","33 views","Agra
                      , Uttar Pradesh","October 12, 2015",85
"849","
                      I Paid Rs. 500 to Police in Bangalore.
                    ","Paid INR 500
                        ","Police","Police Harassment","28 views","Bangalore
                      , Karnataka","October 12, 2015",85
"850","
                      I Paid Rs. 30 to Customs, Excise and Service Tax in Adari.
                    ","Paid INR 30
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","84 views","Adari
                      , Uttar Pradesh","October 12, 2015",85
"851","
                      I Paid Rs. 400 to Transport in Bangalore.
                    ","Paid INR 400
                        ","Transport","Duplicate Registration Certificate","27 views","Bangalore
                      , Karnataka","October 12, 2015",86
"852","
                      I Paid Rs. 6523 to Transport in Bagalkot.
                    ","Paid INR 6,523
                        ","Transport","Registration of Vehicle","40 views","Bagalkot
                      , Karnataka","October 12, 2015",86
"853","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","33 views","Bangalore
                      , Karnataka","October 12, 2015",86
"854","
                      I Paid Rs. 6400 to Stamps and Registration in Bangalore.
                    ","Paid INR 6,400
                        ","Stamps and Registration","Registration of Flat or Apartment","33 views","Bangalore
                      , Karnataka","October 12, 2015",86
"855","
                      I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 400
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","39 views","Bangalore
                      , Karnataka","October 12, 2015",86
"856","
                      I Paid Rs. 25 to Transport in Abohar.
                    ","Paid INR 25
                        ","Transport","Duplicate Registration Certificate","91 views","Abohar
                      , Punjab","October 12, 2015",86
"857","
                      I Paid Rs. 60000 to Commercial Tax, Sales Tax, VAT in Mumbai.
                    ","Paid INR 60,000
                        ","Commercial Tax, Sales Tax, VAT","C Form","79 views","Mumbai
                      , Maharashtra","October 12, 2015",86
"858","
                      I Paid Rs. 7956 to Stamps and Registration in Anugul.
                    ","Paid INR 7,956
                        ","Stamps and Registration","Registration of Property","44 views","Anugul
                      , Orissa","October 12, 2015",86
"859","
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    ","Paid INR 500
                        ","Stamps and Registration","Registration of Flat or Apartment","30 views","Bangalore
                      , Karnataka","October 12, 2015",86
"860","
                      I Paid Rs. 20 to Others in Patna.
                    ","Paid INR 20
                        ","Others","Others","88 views","Patna
                      , Bihar","October 12, 2015",86
"861","
                      I Paid Rs. 400 to Municipal Services in Bangalore.
                    ","Paid INR 400
                        ","Municipal Services","Birth Certificate","27 views","Bangalore
                      , Karnataka","October 12, 2015",87
"862","
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    ","Paid INR 500
                        ","Stamps and Registration","Registration of Property","30 views","Bangalore
                      , Karnataka","October 12, 2015",87
"863","
                      I Paid Rs. 32 to Commercial Tax, Sales Tax, VAT in Achhnera.
                    ","Paid INR 32
                        ","Commercial Tax, Sales Tax, VAT","C Form","96 views","Achhnera
                      , Uttar Pradesh","October 12, 2015",87
"864","
                      I Paid Rs. 2500 to Police in Bangalore.
                    ","Paid INR 2,500
                        ","Police","Filing FIR","28 views","Bangalore
                      , Karnataka","October 12, 2015",87
"865","
                      I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 400
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","38 views","Bangalore
                      , Karnataka","October 12, 2015",87
"866","
                      I Paid Rs. 15 to Commercial Tax, Sales Tax, VAT in Abohar.
                    ","Paid INR 15
                        ","Commercial Tax, Sales Tax, VAT","C Form","93 views","Abohar
                      , Punjab","October 12, 2015",87
"867","
                      I Paid Rs. 7410 to Police in Amroha.
                    ","Paid INR 7,410
                        ","Police","Police Verification for Passport","44 views","Amroha
                      , Uttar Pradesh","October 12, 2015",87
"868","
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    ","Paid INR 500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","31 views","Bangalore
                      , Karnataka","October 12, 2015",87
"869","
                      I Paid Rs. 500 to Passport in Bangalore.
                    ","Paid INR 500
                        ","Passport","Passport Delivery","33 views","Bangalore
                      , Karnataka","October 12, 2015",87
"870","
                      I Paid Rs. 46301 to Customs, Excise and Service Tax in Almora.
                    ","Paid INR 46,301
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","43 views","Almora
                      , Uttarakhand","October 12, 2015",87
"871","
                      I Paid Rs. 3400 to Stamps and Registration in Bangalore.
                    ","Paid INR 3,400
                        ","Stamps and Registration","Registration of Property","28 views","Bangalore
                      , Karnataka","October 12, 2015",88
"872","
                      I Paid Rs. 25 to Customs, Excise and Service Tax in Adari.
                    ","Paid INR 25
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","88 views","Adari
                      , Uttar Pradesh","October 12, 2015",88
"873","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","37 views","Bangalore
                      , Karnataka","October 12, 2015",88
"874","
                      I Paid Rs. 42000 to Commercial Tax, Sales Tax, VAT in Ariyalur.
                    ","Paid INR 42,000
                        ","Commercial Tax, Sales Tax, VAT","C Form","54 views","Ariyalur
                      , Tamil Nadu","October 12, 2015",88
"875","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Duplicate Registration Certificate","28 views","Bangalore
                      , Karnataka","October 12, 2015",88
"876","
                      I Paid Rs. 400 to Transport in Bangalore.
                    ","Paid INR 400
                        ","Transport","Duplicate Registration Certificate","30 views","Bangalore
                      , Karnataka","October 12, 2015",88
"877","
                      I Paid Rs. 14000 to Police in Banda.
                    ","Paid INR 14,000
                        ","Police","Traffic Violations","87 views","Banda
                      , Uttar Pradesh","October 12, 2015",88
"878","
                      I Paid Rs. 500 to Police in Bangalore.
                    ","Paid INR 500
                        ","Police","Filing FIR","27 views","Bangalore
                      , Karnataka","October 12, 2015",88
"879","
                      I Paid Rs. 6502 to Police in Akola.
                    ","Paid INR 6,502
                        ","Police","Traffic Violations","41 views","Akola
                      , Madhya Pradesh","October 12, 2015",88
"880","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Duplicate Registration Certificate","33 views","Bangalore
                      , Karnataka","October 12, 2015",88
"881","
                      I Paid Rs. 1000 to Commercial Tax, Sales Tax, VAT in New Delhi.
                    ","Paid INR 1,000
                        ","Commercial Tax, Sales Tax, VAT","C Form","60 views","New Delhi
                      , Delhi","October 12, 2015",89
"882","
                      I Paid Rs. 4632 to Police in Araria.
                    ","Paid INR 4,632
                        ","Police","Police Verification for Passport","49 views","Araria
                      , Bihar","October 12, 2015",89
"883","
                      I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 400
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","36 views","Bangalore
                      , Karnataka","October 12, 2015",89
"884","
                      I Paid Rs. 48000 to Stamps and Registration in Ambikapur.
                    ","Paid INR 48,000
                        ","Stamps and Registration","Registration of Flat or Apartment","38 views","Ambikapur
                      , Chhattisgarh","October 12, 2015",89
"885","
                      I Paid Rs. 500 to Passport in Bangalore.
                    ","Paid INR 500
                        ","Passport","Passport Delivery","37 views","Bangalore
                      , Karnataka","October 12, 2015",89
"886","
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    ","Paid INR 500
                        ","Stamps and Registration","Marriage Certificate","33 views","Bangalore
                      , Karnataka","October 12, 2015",89
"887","
                      I Paid Rs. 400 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    ","Paid INR 400
                        ","Commercial Tax, Sales Tax, VAT","C Form","36 views","Bangalore
                      , Karnataka","October 12, 2015",89
"888","
                      I Paid Rs. 45000 to Transport in Baghpat.
                    ","Paid INR 45,000
                        ","Transport","Registration of Vehicle","34 views","Baghpat
                      , Uttar Pradesh","October 12, 2015",89
"889","
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    ","Paid INR 500
                        ","Commercial Tax, Sales Tax, VAT","C Form","33 views","Bangalore
                      , Karnataka","October 12, 2015",89
"890","
                      I Paid Rs. 41000 to Stamps and Registration in Amarpur.
                    ","Paid INR 41,000
                        ","Stamps and Registration","Registration of Property","67 views","Amarpur
                      , Bihar","October 12, 2015",89
"891","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Registration of Vehicle","26 views","Bangalore
                      , Karnataka","October 12, 2015",90
"892","
                      I Paid Rs. 1236 to Police in Aurangabad.
                    ","Paid INR 1,236
                        ","Police","Police Harassment","31 views","Aurangabad
                      , Maharashtra","October 12, 2015",90
"893","
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    ","Paid INR 500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","28 views","Bangalore
                      , Karnataka","October 12, 2015",90
"894","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","0 views","Bangalore
                      , Karnataka","October 12, 2015",90
"895","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","55 views","Bangalore
                      , Karnataka","October 12, 2015",90
"896","
                      I Paid Rs. 6500 to Stamps and Registration in Bangalore.
                    ","Paid INR 6,500
                        ","Stamps and Registration","Registration of Flat or Apartment","30 views","Bangalore
                      , Karnataka","October 12, 2015",90
"897","
                      I Paid Rs. 12347 to Customs, Excise and Service Tax in Adoni.
                    ","Paid INR 12,347
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","69 views","Adoni
                      , Andhra Pradesh","October 12, 2015",90
"898","
                      I Paid Rs. 2000 to Transport in Bangalore.
                    ","Paid INR 2,000
                        ","Transport","Duplicate Registration Certificate","28 views","Bangalore
                      , Karnataka","October 12, 2015",90
"899","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Duplicate Registration Certificate","26 views","Bangalore
                      , Karnataka","October 12, 2015",90
